,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
88,2086,8169363,0.021498324,6.912188194," Crime, Drama, Thriller",6.848591,0.012509108,11/22/1995,8175346,0.00293237,6.912506142,90,0.25566343,Nick of Time,6.1,0.61,190,0.013499112,Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken, Roma Maffia, Peter Strauss,John Badham
91,12158,14000000,0.036842105,7.146128036," Comedy, Horror, Romance",9.071127,0.016568621,10/26/1995,19800000,0.007101954,7.29666519,100,0.28802589,Vampire in Brooklyn,4.5,0.45,113,0.008028419,Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison, John Witherspoon, Zakes Mokae,Wes Craven
93,9208,50000000,0.131578947,7.698970004," Action, Adventure, Drama, Thriller",14.957626,0.027320447,2/9/1996,150270147,0.05389958,8.176872711,108,0.313915858,Broken Arrow,5.7,0.57,459,0.032611012,John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo, Bob Gunton, Frank Whaley,John Woo
102,9614,12000000,0.031578947,7.079181246,Comedy,9.592265,0.017520491,2/16/1996,41205099,0.014779632,7.614950962,92,0.262135922,Happy Gilmore,6.5,0.65,767,0.054493783,Adam Sandler, Ben Stiller, Christopher McDonald, Julie Bowen, Frances Bay, Carl Weathers,Dennis Dugan
103,688,24000000,0.063157895,7.380211242," Drama, Romance",5.951077,0.010869778,5/28/1995,182016617,0.065286548,8.260111038,135,0.401294498,The Bridges of Madison County,7.3,0.73,397,0.028206039,Meryl Streep, Clint Eastwood, Annie Corley, Victor Slezak, Jim Haynie, Sarah Kathryn Schmitt,Clint Eastwood
105,10874,0.0001,0,0," Action, Comedy, Music, Family, Adventure",6.902423,0.012607433,2/16/1996,34327391,0.012312704,7.535640797,100,0.28802589,Muppet Treasure Island,6.5,0.65,93,0.00660746,Tim Curry, Kevin Bishop, Jennifer Saunders, Billy Connolly, Dave Goelz, Frank Oz,Brian Henson
108,197,72000000,0.189473684,7.857332496," Action, Drama, History, War",20.755149,0.037909756,5/24/1995,210000000,0.075323755,8.322219295,177,0.537216828,Braveheart,7.7,0.77,3404,0.241847247,Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen, Brendan Gleeson,
109,103,1300000,0.003421053,6.113943352," Crime, Drama",14.092713,0.025740663,2/7/1976,28262574,0.010137348,7.451211712,114,0.333333333,Taxi Driver,8.1,0.81,2632,0.186998224,Robert De Niro, Cybill Shepherd, Harvey Keitel, Jodie Foster, Peter Boyle, Leonard Harris,Martin Scorsese
110,33542,7500000,0.019736842,6.875061263," Crime, Action, Comedy, Thriller",12.314278,0.022492311,1/30/1995,32392047,0.011618526,7.510438394,91,0.258899676,Rumble in the Bronx,6.5,0.65,245,0.01740675,Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross,Stanley Tong
114,51352,0.0001,0,0," Documentary, Drama, Foreign",0.243986,0.000445644,6/8/1995,1,0,0,117,0.343042071,Anne Frank Remembered,7.3,0.73,4,0.000284192,Kenneth Branagh, Glenn Close,,,,,Jon Blair
120,11066,40000000,0.105263158,7.602059991," Comedy, Romance",6.506983,0.011885153,6/30/1992,70100000,0.025143787,7.845718018,117,0.343042071,Boomerang,5.4,0.54,139,0.009875666,Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones, Martin Lawrence,Reginald Hudlin
123,2074,7000000,0.018421053,6.84509804," Comedy, Romance",5.579088,0.010190331,3/22/1996,14702438,0.005273537,7.167389357,92,0.262135922,Flirting with Disaster,6.3,0.63,66,0.004689165,Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, Alan Alda, George Segal,David O. Russell
135,5757,0.0001,0,0,Comedy,0.540436,0.000987117,9/15/1995,209935,7.53001E-05,5.322084849,86,0.242718447,Man of the Year,3.8,0.38,2,0.000142096,Dirk Shafer, Mary Stein, Claudette Sutherland, Cal Bartlett, Vivian Paxton, Michael Ornstein,Dirk Shafer
139,11000,31000000,0.081578947,7.491361694,Comedy,6.49968,0.011871814,3/8/1996,185260553,0.066450098,8.267782956,117,0.343042071,The Birdcage,6.7,0.67,303,0.021527531,Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest, Grant Heslov, Hank Azaria,Mike Nichols
142,9737,19000000,0.05,7.278753601," Action, Comedy, Crime, Thriller",9.262184,0.016917591,4/7/1995,141407024,0.050720514,8.150470982,118,0.346278317,Bad Boys,6.5,0.65,1729,0.122841918,Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Joe Pantoliano, Marg Helgenberger,Michael Bay
147,568,52000000,0.136842105,7.716003344,Drama,18.761467,0.03426825,6/30/1995,355237933,0.127418357,8.550519334,140,0.417475728,Apollo 13,7.3,0.73,1637,0.116305506,Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan,
148,11780,28000000,0.073684211,7.447158031,Adventure,10.193549,0.01861875,4/13/1995,31596911,0.011333323,7.499644627,139,0.414239482,Rob Roy,6.5,0.65,151,0.010728242,Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz, Brian Cox,Michael Caton-Jones
150,414,100000000,0.263157895,8," Action, Crime, Fantasy",13.321354,0.024331758,6/16/1995,336529144,0.120707804,8.527022681,121,0.355987055,Batman Forever,5.2,0.52,1529,0.108632327,Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Michael Gough, Pat Hingle,Joel Schumacher
155,8839,50000000,0.131578947,7.698970004," Fantasy, Comedy, Family",12.812539,0.023402396,5/26/1995,287928194,0.103275394,8.459284193,100,0.28802589,Casper,6,0.6,1045,0.074245115,Christina Ricci, Bill Pullman, Cathy Moriarty, Eric Idle, Joe Nipote, Joe Alaskey,Brad Silberling
157,10329,50000000,0.131578947,7.698970004," Action, Adventure, Drama, Mystery, Science Fiction, Thriller",7.260574,0.013261604,6/9/1995,152022101,0.054527978,8.18190673,109,0.317152104,Congo,5,0.5,214,0.015204263,Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov, Joe Don Baker,Frank Marshall
158,8963,53000000,0.139473684,7.72427587," Action, Thriller, Drama",8.657365,0.015812875,5/12/1995,157387195,0.056452355,8.196969395,116,0.339805825,Crimson Tide,7,0.7,508,0.036092362,Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen, James Gandolfini,Tony Scott
159,26564,0.0001,0,0,Documentary,3.620388,0.00661272,9/10/1994,3174695,0.001138714,6.501702008,119,0.349514563,Crumb,7.6,0.76,71,0.005044405,Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb, Martin Muller, Robert Hughes,Terry Zwigoff
160,8068,7000000,0.018421053,6.84509804," Thriller, Action, Crime",6.950458,0.01269517,8/25/1995,25405445,0.00911254,7.404926806,104,0.300970874,Desperado,6.8,0.68,898,0.063801066,Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos Andrés Gómez,Robert Rodriguez
162,1572,90000000,0.236842105,7.954242509," Action, Thriller",15.138855,0.027651466,5/19/1995,366101666,0.131315011,8.563601705,128,0.378640777,Die Hard: With a Vengeance,6.9,0.69,2094,0.148774423,Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman,"Sound Designer, Mark A. Mangini"
165,6520,55000000,0.144736842,7.740362689," Action, Adventure, Drama, Romance",15.178338,0.027723583,7/7/1995,127600435,0.045768304,8.105852155,134,0.398058252,First Knight,5.9,0.59,319,0.022664298,Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers,Jerry Zucker
170,9482,90000000,0.236842105,7.954242509,Science Fiction,8.184815,0.014949752,6/30/1995,113493481,0.040708358,8.054970917,96,0.275080906,Judge Dredd,5.4,0.54,643,0.045683837,Sylvester Stallone, Diane Lane, Armand Assante, Rob Schneider, Jürgen Prochnow, Max von Sydow,Danny Cannon
171,19326,0.0001,0,0," Comedy, Drama",3.676921,0.006715979,4/12/1995,17014653,0.006102893,7.230823096,88,0.249190939,Jury Duty,4,0.4,34,0.002415631,Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray, Abe Vigoda, Charles Napier,John Fortenberry
172,9344,1500000,0.003947368,6.176091259," Drama, Crime",4.877872,0.008909544,7/28/1995,7412216,0.002658647,6.869948067,91,0.258899676,Kids,6.8,0.68,280,0.019893428,Leo Fitzpatrick, Rosario Dawson, Chloë Sevigny, Justin Pierce, Sajan Bhagat, Billy Valdes,Larry Clark
173,9071,500000,0.001315789,5.698970004," Drama, Comedy",10.058329,0.018371768,1/20/1995,1148752,0.000412039,6.060226281,89,0.252427184,Living in Oblivion,7.2,0.72,64,0.004547069,Steve Buscemi, Catherine Keener, Dermot Mulroney, James Le Gros, Peter Dinklage, Danielle von Zerneck,Tom DiCillo
176,47608,0.0001,0,0," Drama, Family, Romance",2.624771,0.004794203,5/26/1995,15453274,0.00554285,7.189020505,95,0.27184466,Mad Love,5.5,0.55,27,0.001918295,Drew Barrymore, Matthew Lillard, Richard Chaim, Robert Nadir, Joan Allen, Jude Ciccolella,
178,9070,15000000,0.039473684,7.176091259," Action, Adventure, Science Fiction, Family, Fantasy",7.024227,0.012829911,6/30/1995,66000000,0.02367318,7.819543936,92,0.262135922,Mighty Morphin Power Rangers: The Movie,5.2,0.52,153,0.010870337,Amy Jo Johnson, Jason David Frank, David Yost, Johnny Yong Bosch, Steve Cardenas, Karan Ashley,
182,1642,22000000,0.057894737,7.342422681," Crime, Drama, Mystery, Thriller, Action",13.304342,0.024300686,7/28/1995,110627965,0.039680541,8.043864924,114,0.333333333,The Net,5.6,0.56,359,0.025506217,Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Ken Howard, Diane Baker,Irwin Winkler
183,11472,0.0001,0,0,Comedy,8.482834,0.01549409,7/12/1995,69660733,0.024986228,7.84298804,103,0.297734628,Nine Months,5.5,0.55,171,0.012149201,Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack, Jeff Goldblum, Robin Williams,
184,36196,150000,0.000394737,5.176091259,Comedy,1.165039,0.002127969,6/9/1995,472370,0.000169431,5.674282308,94,0.268608414,Party Girl,5.8,0.58,14,0.000994671,Parker Posey, Liev Schreiber, Anthony DeSando, Guillermo Díaz, Donna Mitchell, Sasha von Scherler,Daisy von Scherler Mayer
185,11980,8,2.10524E-08,0.903089987," Fantasy, Horror, Thriller",10.187623,0.018607927,9/1/1995,16,5.38027E-09,1.204119983,98,0.281553398,The Prophecy,6.4,0.64,139,0.009875666,Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Adam Goldberg, Viggo Mortensen,Gregory Widen
191,10149,7000000,0.018421053,6.84509804," Comedy, Drama",5.552946,0.010142582,6/9/1995,8349430,0.002994811,6.921656828,112,0.326860841,Smoke,7.2,0.72,115,0.008170515,Harvey Keitel, William Hurt, Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Jared Harris,"Wayne Wang, Paul Auster"
192,18402,0.0001,0,0,Comedy,3.743212,0.006837061,8/4/1995,50892160,0.018254231,7.706650884,106,0.307443366,Something to Talk About,5.7,0.57,60,0.004262877,Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands, Kyra Sedgwick, Brett Cullen,Lasse Hallström
193,9348,35000000,0.092105263,7.544068044," Science Fiction, Horror, Action",13.492845,0.024644991,7/7/1995,113374103,0.040665539,8.054513864,108,0.313915858,Species,5.5,0.55,457,0.032468917,Natasha Henstridge, Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker, Michelle Williams,
198,47939,0.0001,0,0," Drama, Fantasy",11.002046,0.020095489,10/27/1995,7025496,0.002519937,6.846676991,115,0.336569579,Three Wishes,6.1,0.61,18,0.001278863,Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, David Marshall Grant, Jay O. Sanders, John Diehl,Martha Coolidge
199,36834,0.0001,0,0," Drama, Romance",4.546552,0.00830438,11/2/1995,339889,0.000121913,5.53133711,111,0.323624595,Total Eclipse,6.5,0.65,112,0.007957371,Leonardo DiCaprio, David Thewlis, Romane Bohringer, Dominique Blanc, Nita Klein, Felicie Pasotti Cabarbaye,Agnieszka Holland
200,9090,0.0001,0,0,Comedy,7.653446,0.013979194,9/7/1995,47774193,0.017135865,7.67919336,105,0.30420712,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,0.63,117,0.008312611,Patrick Swayze, Wesley Snipes, John Leguizamo, Stockard Channing, Jason London, RuPaul,Beeban Kidron
201,3512,60000000,0.157894737,7.77815125," Action, Thriller",7.490247,0.013681107,7/13/1995,104324083,0.037419436,8.018384576,100,0.28802589,Under Siege 2: Dark Territory,5.6,0.56,217,0.015417407,Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Моррис Честнат, Peter Greene,Geoff Murphy
204,9560,20000000,0.052631579,7.301029996," Drama, Romance",9.715639,0.017745837,8/11/1995,50012507,0.017938713,7.699078625,103,0.297734628,A Walk in the Clouds,6.5,0.65,168,0.011936057,Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Angélica Aragón, Evangelina Elizondo, Debra Messing,Alfonso Aráu
205,9804,175000000,0.460526316,8.243038049," Adventure, Action",16.885184,0.030841176,7/28/1995,264218220,0.094770993,8.421962762,135,0.401294498,Waterworld,5.9,0.59,1017,0.072255773,Kevin Costner, Chaim Girafi, Rick Aviles, R. D. Call, Zitto Kazann, Jeanne Tripplehorn,
211,19155,0.0001,0,0," Drama, War",3.525649,0.006439677,6/9/1994,763847,0.00027398,5.883006377,113,0.330097087,Before the Rain,7.7,0.77,45,0.003197158,Katrin Cartlidge, Rade Serbedzija, Grégoire Colin, Labina Mitevska, Phyllida Law, Silvija Stojanovska,Milčo Mančevski
212,76,2500000,0.006578947,6.397940009," Drama, Romance",11.304979,0.020648803,1/27/1995,5535405,0.001985464,6.743149402,105,0.30420712,Before Sunrise,7.7,0.77,984,0.06991119,Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger, Tex Rubinowitz,Richard Linklater
213,11017,10000000,0.026315789,7,Comedy,6.638116,0.01212467,2/10/1995,26488734,0.009501099,7.423061202,89,0.252427184,Billy Madison,6.2,0.62,464,0.032966252,Adam Sandler, Darren McGavin, Bridgette Wilson, Bradley Whitford, Josh Mostel, Norm Macdonald,Tamra Davis
215,9382,21000000,0.055263158,7.322219295," Comedy, Drama",3.030309,0.005534927,2/3/1995,23450000,0.008411152,7.370142847,115,0.336569579,Boys on the Side,6.3,0.63,48,0.003410302,Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar, Billy Wirth,Herbert Ross
219,2292,27000,7.10526E-05,4.431363764,Comedy,10.513367,0.019202905,9/13/1994,3151130,0.001130261,6.49846632,92,0.262135922,Clerks,7.4,0.74,769,0.054635879,Jeff Anderson, Jason Mewes, Kevin Smith, Lisa Spoonhauer, Marilyn Ghigliotti, Scott Mosier,Kevin Smith
221,8984,55000000,0.144736842,7.740362689," Drama, Thriller, Crime, Mystery, Romance",11.812244,0.021575334,12/9/1994,214015089,0.076763905,8.330444394,123,0.362459547,Disclosure,5.9,0.59,217,0.015417407,Michael Douglas, Demi Moore, Donald Sutherland, Dylan Baker, Jacqueline Kim, Roma Maffia,Barry Levinson
227,8467,16000000,0.042105263,7.204119983,Comedy,9.844558,0.01798131,12/16/1994,247275374,0.088693856,8.393180867,107,0.310679612,Dumb and Dumber,6.5,0.65,1894,0.134564831,Jim Carrey, Jeff Daniels, Lauren Holly, Teri Garr, Mike Starr, Karen Duffy,
228,10451,0.0001,0,0," Comedy, Drama, Romance",4.860016,0.008876929,8/3/1994,7294403,0.002616389,6.862989753,123,0.362459547,Eat Drink Man Woman,7.5,0.75,76,0.005399645,Sihung Lung, Yu-Wen Wang, Jacklyn Wu , Yang Kuei-Mei, Winston Chao, Sylvia Chang,Ang Lee
230,18395,0.0001,0,0," Thriller, Comedy, Crime, Romance",4.322726,0.007895557,10/14/1994,6841570,0.002453965,6.835155775,113,0.330097087,Exit to Eden,4.3,0.43,28,0.001989343,Dana Delany, Paul Mercurio, Dan Aykroyd, Héctor Elizondo, Stuart Wilson, Iman,Garry Marshall
235,15789,0.0001,0,0," Romance, Animation, Family, Comedy, Adventure",10.177977,0.018590308,4/7/1995,35348597,0.012678995,7.548372181,78,0.216828479,A Goofy Movie,6.7,0.67,404,0.028703375,Bill Farmer, Jason Marsden, Rob Paulsen, Jim Cummings, Kellie Martin, Kevin Lima,
239,47867,0.0001,0,0," Drama, Family, Fantasy",0.398924,0.000728642,5/12/1995,3992809,0.001432159,6.601278536,90,0.25566343,Gordy,3,0.3,4,0.000284192,Ted Manson, Afemo Omilami,,,,,Mark Lewis
242,14275,700000,0.001842105,5.84509804,Documentary,9.47666,0.017309336,9/12/1994,7830611,0.002808719,6.89379565,171,0.517799353,Hoop Dreams,7.7,0.77,91,0.006465364,William Gates, Arthur Agee, Steve James,,,,Steve James
244,17207,10500000,0.027631579,7.021189299," Comedy, Family",2.688562,0.004910719,1/6/1995,26325256,0.009442462,7.420372603,113,0.330097087,Houseguest,6,0.6,17,0.001207815,Sinbad, Phil Hartman, Jeffrey Jones, Kim Greist, Mason Adams, Chauncey Leopardi,Randall Miller
246,14819,0.0001,0,0," Comedy, Family, Drama",9.546707,0.017437279,2/17/1995,17689177,0.006344834,7.247707628,100,0.28802589,Heavyweights,6,0.6,97,0.006891652,Ben Stiller, Aaron Schwartz, Kenan Thompson, Jerry Stiller, Anne Meara, Tom McGowan,Steven Brill
249,628,60000000,0.157894737,7.77815125," Horror, Romance",11.970205,0.021863854,11/11/1994,223664608,0.080225039,8.349597268,123,0.362459547,Interview with the Vampire,7.2,0.72,1558,0.110692718,Brad Pitt, Tom Cruise, Kirsten Dunst, Antonio Banderas, Christian Slater, Stephen Rea,Neil Jordan
256,11,11000000,0.028947368,7.041392685," Adventure, Action, Science Fiction",42.149697,0.076987392,5/25/1977,775398007,0.278123284,8.88952468,121,0.355987055,Star Wars,8.1,0.81,6778,0.481563055,Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels,George Lucas
261,18183,2000000,0.005263158,6.301029996," Drama, Romance",4.126083,0.007536384,4/16/1992,21665468,0.007771068,7.335768075,105,0.30420712,Like Water for Chocolate,6.6,0.66,70,0.004973357,Marco Leonardi, Lumi Cavazos, Regina Torné, Ada Carrasco, Mario Iván Martínez, Claudette Maillé,"Alfonso Aráu,    "
262,4476,30000000,0.078947368,7.477121255," Adventure, Drama, Romance, War",12.199047,0.022281839,12/16/1994,160638883,0.057618685,8.205850676,133,0.394822006,Legends of the Fall,7.2,0.72,636,0.045186501,Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas, Karina Lombard,Edward Zwick
269,3036,45000000,0.118421053,7.653212514," Drama, Horror, Science Fiction, Romance",14.287753,0.026096909,11/4/1994,112006296,0.040174927,8.049242436,123,0.362459547,Mary Shelley's Frankenstein,6.1,0.61,272,0.019325044,Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter, Aidan Quinn, Ian Holm,Kenneth Branagh
272,8986,0.0001,0,0," Comedy, Romance",3.770115,0.0068862,8/31/1994,18137661,0.006505698,7.258581281,108,0.313915858,Milk Money,5.6,0.56,49,0.00348135,Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell, Anne Heche, Casey Siemaszko,Richard Benjamin
273,10510,0.0001,0,0," Fantasy, Drama, Family",5.831622,0.01065159,11/18/1994,46264384,0.016594319,7.665246784,114,0.333333333,Miracle on 34th Street,6.4,0.64,199,0.014138544,Richard Attenborough, Elizabeth Perkins, Dylan McDermott, J.T. Walsh, James Remar, Jane Leeves,Les Mayfield
276,8438,0.0001,0,0," Crime, Drama",9.518564,0.017385875,1/20/1995,17381942,0.006234634,7.240098296,122,0.359223301,Murder in the First,6.9,0.69,140,0.009946714,Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz, William H. Macy, Stephen Tobolowsky,Marc Rocco
278,1945,31000000,0.081578947,7.491361694," Drama, Thriller",5.930957,0.010833028,12/23/1994,106683817,0.038265836,8.028098546,112,0.326860841,Nell,6.1,0.61,128,0.009094139,Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini, Robin Mullins, Nick Searcy,Michael Apted
284,241,34000000,0.089473684,7.531478917," Crime, Thriller, Drama",11.226856,0.02050611,8/25/1994,50282766,0.018035651,7.70141916,119,0.349514563,Natural Born Killers,6.9,0.69,927,0.065861456,Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, Tom Sizemore, Rodney Dangerfield,Oliver Stone
286,527,0.0001,0,0,Drama,4.025276,0.007352258,9/2/1994,2201126,0.00078951,6.342644904,99,0.284789644,Once Were Warriors,7.6,0.76,106,0.007531083,Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga, Taungaroa Emile, Rachael Morris Jr.,Lee Tamahori
288,6950,50000000,0.131578947,7.698970004," Action, Drama, Science Fiction, Thriller",13.676444,0.024980339,3/10/1995,189859560,0.06809969,8.27843247,127,0.375404531,Outbreak,6.4,0.64,522,0.037087034,Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr., Donald Sutherland,Wolfgang Petersen
289,101,16000000,0.042105263,7.204119983," Thriller, Crime, Drama",20.477329,0.037402312,9/14/1994,45284974,0.01624302,7.655954123,110,0.32038835,Leon: The Professional,8.2,0.82,4293,0.305008881,Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel, Michael Badalucco,Luc Besson
292,680,8000000,0.021052632,6.903089987," Thriller, Crime",140.950236,0.257448855,9/10/1994,213928762,0.076732941,8.330269178,154,0.462783172,Pulp Fiction,8.3,0.83,8670,0.61598579,John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel,Quentin Tarantino
293,41478,0.0001,0,0,Drama,7.160149,0.013078175,11/10/1995,6834525,0.002451438,6.834708336,124,0.365695793,Panther,6.4,0.64,6,0.000426288,Kadeem Hardison, Bokeem Woodbine, Courtney B. Vance, Angela Bassett, Marcus Chong, Bobby Brown,Mario Van Peebles
295,40156,0.0001,0,0," Drama, Romance",1.881932,0.00343739,1/1/1994,4176932,0.001498201,6.620857405,98,0.281553398,Priest,6.4,0.64,32,0.002273535,Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson, Christine Tremarco, Robert Pugh,Antonia Bird
311,2636,45000000,0.118421053,7.653212514," Action, Thriller",10.388183,0.018974254,10/7/1994,170362582,0.061106426,8.231374214,110,0.32038835,The Specialist,5.5,0.55,317,0.022522202,Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts, Mario Ernesto Sánchez,Luis Llosa
312,2164,55000000,0.144736842,7.740362689," Action, Adventure, Science Fiction",13.328924,0.024345585,10/27/1994,196567262,0.070505639,8.293511188,121,0.355987055,Stargate,6.8,0.68,942,0.066927176,Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital,
313,11395,22000000,0.057894737,7.342422681," Fantasy, Drama, Comedy, Family",9.665424,0.017654118,11/10/1994,189833357,0.068090292,8.278372528,97,0.278317152,The Santa Clause,6.3,0.63,501,0.035595027,Tim Allen, Judge Reinhold, Wendy Crewson, David Krumholtz, Peter Boyle, Eric Lloyd,John Pasquin
314,278,25000000,0.065789474,7.397940009," Drama, Crime",51.645403,0.094331518,9/23/1994,28341469,0.010165647,7.452422357,142,0.42394822,The Shawshank Redemption,8.5,0.85,8358,0.593818828,Tim Robbins, Morgan Freeman, Bob Gunton, Clancy Brown, Mark Rolston, James Whitmore,Frank Darabont
316,87078,0.0001,0,0," Drama, Thriller",1.298224,0.002371234,9/14/1993,102780,3.68652E-05,5.011908613,96,0.275080906,Suture,6,0.6,7,0.000497336,Dennis Haysbert, Michael Harris, Mel Harris, Dina Merrill, Sab Shimono, David Graf,"Scott McGehee, David Siegel"
324,193,38000000,0.1,7.579783597," Science Fiction, Action, Adventure, Thriller",8.105708,0.014805261,11/17/1994,120000000,0.043042146,8.079181246,118,0.346278317,Star Trek: Generations,6.4,0.64,461,0.032753108,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden,David Carson
325,25066,6000000,0.015789474,6.77815125," Crime, Horror, Thriller",2.86007,0.005223982,5/24/1995,12000000,0.004304214,7.079181246,98,0.281553398,Tales from the Hood,5.4,0.54,33,0.002344583,Clarence Williams III, Corbin Bernsen, David Alan Grier, Wings Hauser, Duane Whitaker, Joe Torry,Rusty Cundieff
328,11381,0.0001,0,0,Comedy,11.971318,0.021865887,3/31/1995,32648673,0.011710574,7.513865534,97,0.278317152,Tommy Boy,6.8,0.68,321,0.022806394,Chris Farley, David Spade, Brian Dennehy, Bo Derek, Julie Warner, Dan Aykroyd,Peter Segal
334,2064,17000000,0.044736842,7.230448921," Comedy, Drama, Romance",15.783615,0.028829135,4/21/1995,182057016,0.065301038,8.26020742,103,0.297734628,While You Were Sleeping,6.5,0.65,340,0.024156306,Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden, Glynis Johns,Jon Turteltaub
336,60855,0.0001,0,0," Comedy, Romance",0.372239,0.000679901,9/7/1994,759393,0.000272382,5.88046659,87,0.245954693,Double Happiness,5.5,0.55,2,0.000142096,Sandra Oh, Stephen Chang, Alannah Ong, Donald Fong, Frances You, Callum Keith Rennie,Mina Shum
337,236,3000000,0.007894737,6.477121255," Drama, Comedy, Romance",5.254847,0.009598097,9/29/1994,15119639,0.005423181,7.179541422,106,0.307443366,Muriel's Wedding,6.9,0.69,104,0.007388988,Toni Collette, Bill Hunter, Rachel Griffiths, Sophie Lee, Roz Hammond, Belinda Jarrett,P.J. Hogan
339,3049,15000000,0.039473684,7.176091259," Comedy, Mystery",11.247957,0.020544651,2/4/1994,107217396,0.038457223,8.030265255,86,0.242718447,Ace Ventura: Pet Detective,6.4,0.64,1684,0.11964476,Jim Carrey, Sean Young, Courteney Cox, Tone Loc, Dan Marino, Noble Willingham,Tom Shadyac
340,2759,0.0001,0,0," Drama, Comedy",8.328596,0.015212371,5/31/1994,11220670,0.004024681,7.05001879,104,0.300970874,"The Adventures of Priscilla, Queen of the Desert",7.2,0.72,174,0.012362345,Terence Stamp, Hugo Weaving, Guy Pearce, Bill Hunter, Sarah Chadwick, June Marie Bennett,Stephan Elliott
344,9331,62000000,0.163157895,7.792391689," Action, Drama, Thriller",7.513245,0.013723113,8/3/1994,215887717,0.077435588,8.334227934,141,0.420711974,Clear and Present Danger,6.4,0.64,390,0.027708703,Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin,
345,10731,45000000,0.118421053,7.653212514," Drama, Thriller, Crime, Mystery",15.263829,0.027879734,7/20/1994,117615211,0.042186759,8.070463492,119,0.349514563,The Client,6.4,0.64,287,0.020390764,Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia, Bradley Whitford, Will Patton,Joel Schumacher
348,9495,15000000,0.039473684,7.176091259," Fantasy, Action, Thriller",15.799336,0.02885785,5/11/1994,94000000,0.033716347,7.973127854,102,0.294498382,The Crow,7.3,0.73,980,0.069626998,Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas,Alex Proyas
