,id,budget,budget_log,genres,popularity,release_date,revenue,revenue_log,runtime,title,vote_average,vote_count,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
20372,87818,6000000,6.77815125,Comedy,10.895427,1/1/2013,32438988,7.511067297,90,Movie 43,4.5,816,Anna Faris, Emma Stone, Halle Berry, Kate Winslet, Hugh Jackman, Richard Gere,"Griffin Dunne, Peter Farrelly, Elizabeth Banks, James Gunn, Steven Brill, Brett Ratner, Steve Carr, Rusty Cundieff, James Duffy, Patrik Forsberg, Jonathan van Tulleken"
19788,87827,120000000,8.079181246," Adventure, Drama, Action",14.045042,11/20/2012,609016565,8.784629105,127,Life of Pi,7.2,5912,Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur, Adil Hussain, Tabu,Ang Lee
19523,88036,14000000,7.146128036," Drama, Music",2.24386,8/17/2012,24637469,7.391596091,116,Sparkle,5.8,36,Whitney Houston, Cee Lo Green, Derek Luke, Mike Epps, Carmen Ejogo, Jordin Sparks,Salim Akil
20179,88042,25000000,7.397940009,Comedy,11.746053,12/25/2012,119772232,8.078356143,104,Parental Guidance,5.8,212,Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush,"Andy Fickman, ScreenScreen"
12821,88751,45000000,7.653212514," Action, Science Fiction, Adventure, Comedy, Family",10.419974,7/10/2008,101702060,8.00732975,93,Journey to the Center of the Earth,5.8,1353,Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers, Jean Michel Paré, Jane Wheeler,Eric Brevig
18121,88794,35000000,7.544068044," Drama, Crime, History",9.529382,11/9/2011,84606030,7.927401317,137,J. Edgar,6,766,Leonardo DiCaprio, Josh Hamilton, Geoff Pierson, Armie Hammer, Naomi Watts, Judi Dench,Clint Eastwood
20111,89492,35000000,7.544068044,Comedy,11.418802,12/20/2012,88058786,7.944772694,134,This Is 40,5.6,909,Paul Rudd, Leslie Mann, Jason Segel, Maude Apatow, Megan Fox, Lena Dunham,"Steadicam Operator, David Luckenbach"
38739,89868,137731,5.139031701," Adventure, Family, Fantasy",1.78367,9/25/1997,1778391,6.250027252,83,Paws,3.9,8,Billy Connolly, Nathan Cavaleri, Emilie François, Joe Petruzzi, Caroline Gillmer, Rachael Blake,Karl Zwicky
23666,91314,210000000,8.322219295," Science Fiction, Action, Adventure",18.495599,6/25/2014,1091405097,9.037985978,165,Transformers: Age of Extinction,5.8,3136,Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz, Jack Reynor, Titus Welliver,VFX
18880,92182,2000000,6.301029996," Horror, Mystery",10.239941,1/21/2011,13101672,7.117326723,85,Silent House,5.2,125,Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Adam Barnett, Haley Murphy,"Chris Kentis, Laura Lau"
19055,92591,5000000,6.698970004," Comedy, Crime, Drama",5.875181,4/27/2012,9206470,6.964093142,100,Bernie,6.5,325,Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman, Tommy G. Kendrick, Rick Dial,Richard Linklater
22658,92834,3000000,6.477121255," Comedy, Drama",0.808339,1/21/2004,13954476,7.144713533,111,Vizontele Tuuba,6.5,9,Yılmaz Erdoğan, Tarık Akan, Demet Akbag, Altan Erkekli, Tuba Ünsal, Nejat Uygur,Yılmaz Erdoğan
21216,93456,76000000,7.880813592," Animation, Comedy, Family",24.82355,6/25/2013,970761885,8.987112716,98,Despicable Me 2,7,4729,Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Russell Brand, Ken Jeong,"Pierre Coffin, Chris Renaud"
18851,94329,1100000,6.041392685," Action, Thriller, Crime",10.528833,9/8/2011,4105187,6.613332945,101,The Raid,7.3,1076,Iko Uwais, Joe Taslim, Donny Alamsyah, Yayan Ruhian, Ray Sahetapy, Pierre Gruno,Gareth Evans
40072,95610,35000000,7.544068044,Comedy,10.754139,9/14/2016,211952420,8.32623838,123,Bridget Jones's Baby,6.3,972,Renée Zellweger, Colin Firth, Patrick Dempsey, Jim Broadbent, Gemma Jones, Emma Thompson,Sharon Maguire
24811,96239,22361,4.349491222," Foreign, Comedy, Horror, Drama",0.673247,8/31/2011,721651,5.858327218,96,Remington and the Curse of the Zombadings,5.3,5,Martin Escudero, Lauren Young, Kerbie Zamora, Roderick Paulate, Janice de Belen, Eugene Domingo,Jade Castro
21665,96721,38000000,7.579783597," Drama, Action",10.63552,9/2/2013,90247624,7.955435777,123,Rush,7.7,2310,Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara, Natalie Dormer, Christian McKay,Ron Howard
21155,96936,15000000,7.176091259," Drama, Crime",7.913029,6/12/2013,19145732,7.282071975,90,The Bling Ring,5.3,1205,Katie Chang, Israel Broussard, Emma Watson, Claire Julien, Taissa Farmiga, Georgia Rock,Sofia Coppola
22774,97020,120000000,8.079181246," Action, Science Fiction",10.246549,1/30/2014,242688965,8.38505003,102,RoboCop,5.7,2385,Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish, Jackie Earle Haley, Michael Kenneth Williams,José Padilha
19573,97365,15400000,7.187520721," Drama, Romance",8.400049,5/17/2012,25762027,7.410980031,123,Rust and Bone,7.1,438,Marion Cotillard, Matthias Schoenaerts, Bouli Lanners, Céline Sallette, Corinne Masiero, Mourad Frarema,Jacques Audiard
20721,97367,15000000,7.176091259," Drama, Crime",7.492658,3/20/2013,35485608,7.550052251,140,The Place Beyond the Pines,6.8,1689,Ryan Gosling, Bradley Cooper, Eva Mendes, Dane DeHaan, Emory Cohen, Rose Byrne,Derek Cianfrance
19792,97430,15000000,7.176091259,Action,8.310945,11/2/2012,15608545,7.193362421,96,The Man with the Iron Fists,5.2,369,Russell Crowe, Lucy Liu, Jamie Chung, RZA, Zhu Zhu, Dave Bautista,RZA
20067,97630,40000000,7.602059991," Thriller, Drama, History",9.649303,12/19/2012,132820716,8.123265817,157,Zero Dark Thirty,6.7,1723,Jessica Chastain, Jason Clarke, Mark Strong, Joel Edgerton, Chris Pratt, Kyle Chandler,Kathryn Bigelow
32601,98203,11180,4.048441804," Drama, Thriller",0.660969,9/5/2012,24591,4.39077619,120,Captive,5.9,11,Isabelle Huppert, Maria Isabel Lopez, Mercedes Cabral, Katherine Mulville, Marc Zanetta, Sid Lucero,Brillante Mendoza
23946,98566,125000000,8.096910013," Science Fiction, Action, Adventure, Fantasy, Comedy",22.337973,8/7/2014,477200000,8.678700435,101,Teenage Mutant Ninja Turtles,5.8,2677,Megan Fox, Will Arnett, William Fichtner, Alan Ritchson, Noel Fisher, Pete Ploszek,Jonathan Liebesman
26622,99861,280000000,8.447158031," Action, Adventure, Science Fiction",37.37942,4/22/2015,1405403694,9.147801091,141,Avengers: Age of Ultron,7.3,6908,Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner,
24990,100042,40000000,7.602059991,Comedy,15.402597,11/12/2014,169837010,8.230032335,110,Dumb and Dumber To,5.4,1140,Jim Carrey, Jeff Daniels, Rachel Melvin, Kathleen Turner, Brady Bluhm, Laurie Holden,"Bobby Farrelly, Peter Farrelly"
22697,100241,65000000,7.812913357," Horror, Thriller",9.415817,1/22/2014,71154592,7.852202933,92,"I, Frankenstein",5.1,701,Aaron Eckhart, Yvonne Strahovski, Bill Nighy, Jai Courtney, Miranda Otto, Caitlin Stasey,
23103,100402,170000000,8.230448921," Action, Adventure, Science Fiction",18.717704,3/20/2014,714766572,8.854164233,136,Captain America: The Winter Soldier,7.6,5881,Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford, Sebastian Stan, Anthony Mackie,"Anthony Russo, Joe Russo"
44213,100791,4000000,6.602059991," Comedy, Fantasy, Family",0.712585,3/15/2012,9938268,6.997310704,80,That still Karloson!,3.5,6,Mikhail Galustyan, Igor Vernik, Mariya Semkina, Nonna Grishaeva, Andrey Fedortsov, Semyon Furman,Sarik Andreasyan
19585,101267,12000000,7.079181246," Documentary, Music",8.960713,6/28/2012,32726956,7.514905613,93,Katy Perry: Part of Me,6.5,88,Katy Perry, Russell Brand, Shannon Woodward, Rachael Markarian, Mia Moretti, Glen Ballard,
22111,101299,130000000,8.113943352," Adventure, Action, Science Fiction",25.309139,11/15/2013,847423452,8.928100479,146,The Hunger Games: Catching Fire,7.4,6656,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz,
23237,102382,200000000,8.301029996," Action, Adventure, Fantasy",26.23687,4/16/2014,705717432,8.848630845,142,The Amazing Spider-Man 2,6.5,4274,Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Campbell Scott, Embeth Davidtz,     VFX
35781,102632,6700000,6.826074803,Action,1.312833,6/1/2012,31000000,7.491361694,143,Rowdy Rathore,5.6,24,Akshay Kumar, Sonakshi Sinha, Nassar, Darshan Jariwala, Supreet, Gurdeep Kohli,"Prabhu Deva, Dialogue, Shiraz Ahmed"
23487,102651,180000000,8.255272505," Fantasy, Adventure, Action, Family, Romance",19.467404,5/28/2014,758539785,8.879978364,97,Maleficent,7,4607,Angelina Jolie, Elle Fanning, Sharlto Copley, Sam Riley, Juno Temple, Imelda Staunton,Robert Stromberg
26626,102899,130000000,8.113943352," Science Fiction, Action, Adventure",26.882388,7/14/2015,519311965,8.715428329,117,Ant-Man,7,6029,Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña,Aerial Aerial Epk
19516,103663,3800000,6.579783597,Drama,8.462801,8/28/2012,16800000,7.225309282,115,The Hunt,7.9,946,Mads Mikkelsen, Alexandra Rapaport, Thomas Bo Larsen, Anne Louise Hassing, Lars Ranthe, Susse Wold,
20907,103731,10000000,7,Drama,7.881579,5/1/2013,21587700,7.334206374,130,Mud,7,1080,Matthew McConaughey, Tye Sheridan, Jacob Lofland, Sam Shepard, Reese Witherspoon, Sarah Paulson,Jeff Nichols
39865,105506,120000,5.079181246," Mystery, Thriller",0.485424,5/3/2012,130000,5.113943352,130,Grandmaster,6.1,10,Mohanlal, Priyamani, Arjun Nandhakumar, Babu Antony, Narain, Anoop Menon,B Unnikrishnan
30816,105864,175000000,8.243038049," Adventure, Animation, Family",12.319595,11/14/2015,331926147,8.521041465,93,The Good Dinosaur,6.6,1782,Raymond Ochoa, Jack Bright, Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple,Peter Sohn
21869,106747,12000000,7.079181246," Action, Crime, Thriller",9.251084,9/12/2013,15008161,7.17632748,107,Machete Kills,5.3,642,Danny Trejo, Mel Gibson, Amber Heard, Michelle Rodriguez, Sofía Vergara, Jessica Alba,Robert Rodriguez
20508,107811,13000000,7.113943352,Comedy,11.29356,3/1/2013,48065672,7.681835019,93,21 & Over,5.7,748,Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau,"Jon Lucas, Scott Moore"
21884,107846,50000000,7.698970004," Action, Thriller",14.191611,10/9/2013,122915111,8.089605278,115,Escape Plan,6.7,1688,Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Vinnie Jones, 50 Cent, Matt Gerald,
21218,107985,20000000,7.301029996," Comedy, Action, Science Fiction",9.830382,7/18/2013,46089287,7.66359999,109,The World's End,6.7,1820,Simon Pegg, Nick Frost, Martin Freeman, Eddie Marsan, Paddy Considine, Rosamund Pike,Edgar Wright
21902,109091,25000000,7.397940009," Thriller, Crime, Drama",14.723646,10/25/2013,71009334,7.851315439,117,The Counselor,5,724,Michael Fassbender, Cameron Diaz, Javier Bardem, Goran Visnjic, Penélope Cruz, Brad Pitt,Ridley Scott
20817,109410,40000000,7.602059991,Drama,11.637224,4/12/2013,95020213,7.977816,128,42,6.8,795,Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie, Christopher Meloni, John C. McGinley,Brian Helgeland
20887,109414,32000000,7.505149978," Action, Comedy",11.414048,6/12/2013,126041322,8.10051295,107,This Is the End,6.2,2394,James Franco, Jonah Hill, Seth Rogen, Jay Baruchel, Danny McBride, Craig Robinson,
21464,109418,80000000,7.903089987,Comedy,9.411725,7/11/2013,246984278,8.392669309,100,Grown Ups 2,5.8,1180,Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek, Maya Rudolph,Dennis Dugan
20468,109421,30000000,7.477121255," Thriller, Crime, Drama",11.645847,2/7/2013,63372757,7.801902601,106,Side Effects,6.4,1340,Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum, Vinessa Shaw, Ann Dowd,Steven Soderbergh
21846,109424,55000000,7.740362689," Action, Drama, Thriller",13.776068,10/10/2013,95000000,7.977723605,134,Captain Phillips,7.6,2495,Tom Hanks, Catherine Keener, Max Martini, Chris Mulkey, Yul Vazquez, Corey Johnson,"Translator, Owliya A. Dima, Armorer, David Fencl"
20778,109428,17000000,7.230448921,Horror,12.01525,4/5/2013,97542952,7.989195895,91,Evil Dead,6.4,1754,Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore, Jim McLarty,Fede Alvarez
20471,109431,35000000,7.544068044," Comedy, Crime",7.321172,2/7/2013,173965010,8.240461906,111,Identity Thief,5.6,1667,Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet, T.I., Génesis Rodríguez,"Seamstress, Myra N. Foy"
21024,109439,103000000,8.012837225,Comedy,25.085639,5/23/2013,362000072,8.558708657,100,The Hangover Part III,6,2991,Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong, John Goodman,"Makeup Effects, Christopher Allen Nelson"
22336,109443,50000000,7.698970004,Comedy,7.600751,12/18/2013,173649015,8.239672324,119,Anchorman 2: The Legend Continues,6,940,Will Ferrell, Steve Carell, Paul Rudd, Christina Applegate, David Koechner, James Marsden,Adam McKay
22163,109445,150000000,8.176091259," Animation, Adventure, Family",24.248243,11/27/2013,1274219009,9.10524408,102,Frozen,7.3,5440,Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk,Chris Buck
21834,109451,78000000,7.892094603," Animation, Family, Comedy",14.412061,9/26/2013,248384621,8.395124703,95,Cloudy with a Chance of Meatballs 2,6.4,936,Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt,Cody Cameron
20500,109491,60000000,7.77815125," Fantasy, Drama, Romance",20.485203,2/13/2013,60052138,7.778528474,124,Beautiful Creatures,5.6,1017,Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis, Emmy Rossum, Thomas Mann,Richard LaGravenese
19378,109513,2000000,6.301029996," Action, Comedy, Romance",7.148558,8/22/2012,14400000,7.158362492,100,Hit & Run,5.5,225,Kristen Bell, Dax Shepard, Tom Arnold, Kristin Chenoweth, Michael Rosenbaum, Jess Rowland,"Armorer, Clay Van Sickle"
22351,110415,39200000,7.593286067," Action, Science Fiction, Drama",14.131906,8/1/2013,86758912,7.938314097,126,Snowpiercer,6.7,2910,Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell,"Bong Joon-ho, Screen"
37098,111836,7000000,6.84509804," Action, Comedy, Foreign",0.795228,5/11/2012,16000000,7.204119983,136,Gabbar Singh,5.1,6,Pawan Kalyan, Shruti Haasan, Ali, Kota Srinivasa Rao, Abhimanyu Singh, Tanikella Bharani,Harish Shankar
17705,111960,784170,5.894410223," Comedy, Drama, Fantasy, Romance, Science Fiction",0.578456,4/6/1948,834332,5.921338901,80,Miranda,6.8,6,Glynis Johns, Googie Withers, Griffith Jones, John McCallum, Margaret Rutherford, David Tomlinson,"Ken Annakin, Continuity, Jo Harcourt"
21668,112205,30000000,7.477121255," Crime, Comedy, Action",8.047735,9/13/2013,36894225,7.566958392,111,The Family,6.1,1052,Robert De Niro, Michelle Pfeiffer, Dianna Agron, Tommy Lee Jones, Jimmy Palumbo, Gino Cafarelli,Luc Besson
16591,112284,1119000,6.048830087," Drama, History",0.948775,8/28/1936,2019000,6.305136319,103,The Gorgeous Hussy,2.5,2,Joan Crawford, Robert Taylor, Lionel Barrymore, Franchot Tone, Melvyn Douglas, James Stewart,Clarence Brown
20515,112949,28000000,7.447158031,Romance,7.598422,2/7/2013,97594140,7.989423741,115,Safe Haven,6.9,840,Julianne Hough, Josh Duhamel, Cobie Smulders, David Lyons, Mike Pniewski, Tora Hallström,Lasse Hallström
19765,113947,1000000,6," Drama, Romance, Comedy",5.760319,5/2/2012,9138338,6.960867217,98,The Sessions,6.6,183,John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks, W. Earl Brown,
19439,114150,17000000,7.230448921," Comedy, Music, Romance",11.03595,9/28/2012,115350426,8.062019203,112,Pitch Perfect,7.3,2310,Anna Kendrick, Skylar Astin, Brittany Snow, Anna Camp, Rebel Wilson, Ben Platt,Jason Moore
34338,114564,380000,5.579783597,Comedy,0.043519,1/15/2010,520000,5.716003344,103,Shikshanachya Aaicha Gho,8,1,Bharat Jadhav, Siddharth Jadhav, Sachin Khedekar, Saksham Kulkarni, Mahesh Manjrekar, Kranti Redkar,Mahesh Manjrekar
21489,115782,12000000,7.079181246," Drama, History",14.294019,8/16/2013,35931410,7.55547426,128,Jobs,6,1183,Ashton Kutcher, Dermot Mulroney, Amanda Crew, James Woods, Josh Gad, Matthew Modine,Joshua Michael Stern
32593,115873,50000,4.698970004,Comedy,0.34064,6/2/2006,300000,5.477121255,110,The Angrez,6.9,6,Aziz Naser, Masti Ali, Kuntaa Nikkil, Dheer Charan Srivastav, R.K. (Mama), Ganesh Venkatraman,Kuntaa Nikkil
25252,116149,55000000,7.740362689," Family, Comedy",15.686837,11/27/2014,259207227,8.413647106,95,Paddington,7,899,Nicole Kidman, Peter Capaldi, Ben Whishaw, Michael Gambon, Imelda Staunton, Sally Hawkins,Paul King
20235,116613,3730500,6.571767044," Action, Drama, Crime",5.311336,9/11/2012,6294161,6.798937848,112,The Sweeney,5.7,110,Ray Winstone, Ben Drew, Hayley Atwell, Damian Lewis, Alan Ford, Steven Mackintosh,
21027,116711,100000000,8," Animation, Adventure, Family, Fantasy",11.913405,5/15/2013,268426634,8.428825605,102,Epic,6.4,1143,Josh Hutcherson, Amanda Seyfried, Colin Farrell, Jason Sudeikis, Aziz Ansari, Beyoncé Knowles,Chris Wedge
22218,116745,90000000,7.954242509," Adventure, Comedy, Drama, Fantasy",8.684892,12/18/2013,188133322,8.274465724,114,The Secret Life of Walter Mitty,7,3213,Ben Stiller, Kristen Wiig, Patton Oswalt, Shirley MacLaine, Adam Scott, Kathryn Hahn,
21217,117251,150000000,8.176091259," Action, Drama, Thriller",9.920223,6/27/2013,205366737,8.312530103,131,White House Down,6.3,1910,Channing Tatum, Jamie Foxx, Joey King, Maggie Gyllenhaal, Richard Jenkins, James Woods,Roland Emmerich
20678,117263,70000000,7.84509804," Action, Thriller",10.978188,3/20/2013,161025640,8.206895034,120,Olympus Has Fallen,6.2,3010,Gerard Butler, Aaron Eckhart, Angela Bassett, Morgan Freeman, Radha Mitchell, Rick Yune,Antoine Fuqua
30700,117319,17000000,7.230448921," Action, Crime, Thriller",1.542355,1/25/2013,51000000,7.707570176,147,Vishwaroopam,5.5,25,Kamal Haasan, Pooja Kumar, Andrea Jeremiah, Rahul Bose, Jaideep Ahlawat, Nassar,"VFX Supervisor, Madhu Sudhanan"
19692,117691,1400000,6.146128036," Action, Thriller, Crime",9.777219,6/22/2012,4100000,6.612783857,320,Gangs of Wasseypur,7,83,Manoj Bajpayee, Richa Chadda, Tigmanshu Dhulia, Nawazuddin Siddiqui, Reema Sen, Huma Qureshi,Anurag Kashyap
33062,118051,6400000,6.806179974," Romance, Drama, Comedy",7.950488,7/13/2012,18800000,7.274157849,144,Cocktail,6.2,38,Deepika Padukone, Saif Ali Khan, Randeep Hooda, Diana Penty, Boman Irani, Dimple Kapadia,Homi Adajania
22523,118289,15000000,7.176091259," Drama, Romance",5.348746,9/19/2013,21766271,7.337784032,113,Diana,5.3,180,Naomi Watts, Naveen Andrews, Charles Edwards, Douglas Hodge, Lee Asquith-Coe, Cas Anvar,
23802,118340,170000000,8.230448921," Action, Science Fiction, Adventure",53.291601,7/30/2014,773328629,8.888364088,121,Guardians of the Galaxy,7.9,10014,Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace,
20236,118628,2840000,6.45331834,Drama,3.611437,9/14/2012,11620000,7.065206128,133,English Vinglish,7.3,68,Sridevi Kapoor, Priya Anand, Mehdi Nebbou, Adil Hussain, Ashwin Mathew, Amitabh Bachchan,Gauri Shinde
20382,119283,35000000,7.544068044," Action, Crime",13.963892,1/23/2013,46216641,7.664798378,118,Parker,5.7,1467,Jason Statham, Jennifer Lopez, Nick Nolte, Michael Chiklis, Clifton Collins Jr, Sala Baker,Taylor Hackford
23741,119450,170000000,8.230448921," Science Fiction, Action, Drama, Thriller",75.385211,6/26/2014,710644566,8.85165244,130,Dawn of the Planet of the Apes,7.3,4511,Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee,"Greensman, Kevin Mangan"
22892,120467,30000000,7.477121255," Comedy, Drama",14.442048,2/26/2014,174600318,8.24204503,99,The Grand Budapest Hotel,8,4644,Ralph Fiennes, Tony Revolori, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe,"Animatronic and Prosthetic Effects, Mark Coulier, Animatronic and Prosthetic Effects, Duncan Jarman"
41561,121173,11178,4.048364105," Comedy, Drama",0.079287,9/5/2012,34659,4.539816028,104,Voracious,8,1,Eddie Garcia, Armida Siguion-Reyna, Joey Paras, Soxy Topacio, Rez Cortez, Bibeth Orteza,Jun Lana
26063,121734,10500000,7.021189299," Animation, Comedy, Adventure, Family",11.003515,8/31/2012,23000000,7.361727836,90,"Tad, the Lost Explorer",5.6,136,Fiona Glascott, Lewis Macleod, Kerry Shale, Óscar Barberán, Meritxell Ané, Belinda,Enrique Gato
20131,121826,11000000,7.041392685," Drama, Comedy, Romance",6.93228,9/8/2012,59520298,7.774665097,98,Quartet,6.4,141,Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Sheridan Smith,Dustin Hoffman
41859,121856,125000000,8.096910013," Action, Adventure, Science Fiction",27.54107,12/21/2016,240697856,8.381472222,115,Assassin's Creed,5.4,2776,Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling, Michael Kenneth Williams,
20656,122081,5000000,6.698970004," Drama, Crime",14.830235,1/24/2013,31724284,7.501391829,94,Spring Breakers,5,1580,James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson, Rachel Korine, Gucci Mane,
21514,122906,12000000,7.079181246," Comedy, Drama, Science Fiction",11.213913,8/16/2013,87100449,7.940020394,123,About Time,7.8,2140,Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery,Richard Curtis
25440,122917,250000000,8.397940009," Action, Adventure, Fantasy",31.718977,12/10/2014,956019788,8.980466882,144,The Hobbit: The Battle of the Five Armies,7.1,4884,Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, Graham McTavish, William Kircher,
22028,123377,103000,5.012837225,Drama,5.194433,9/5/2012,3623330,6.55910789,104,Pieta,6.9,92,Jo Min-soo, Lee Jung-Jin, Woo Ki-Hong, Kang Eunjin, Heo Joon-seok, Kwon Yul,Kim Ki-duk
21492,123553,60000000,7.77815125," Action, Adventure, Drama, Mystery, Romance, Fantasy",14.336187,8/21/2013,90565421,7.95696241,130,The Mortal Instruments: City of Bones,6.2,1649,Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West, Robert Sheehan, Lena Headey,Harald Zwart
23410,124905,160000000,8.204119983," Action, Science Fiction, Thriller",14.019239,5/14/2014,529076069,8.723518118,123,Godzilla,6.1,3232,Aaron Taylor-Johnson, Ken Watanabe, Elizabeth Olsen, Juliette Binoche, Sally Hawkins, David Strathairn,VFX 
20831,126250,5500000,6.740362689," Comedy, Romance",4.711231,9/4/2012,10016934,7.000734812,116,Love Is All You Need,6.2,86,Pierce Brosnan, Trine Dyrholm, Molly Blixt Egelind, Sebastian Jessen, Paprika Steen, Kim Bodnia,Susanne Bier
19550,126509,2500000,6.397940009,Documentary,1.221216,7/13/2012,33400000,7.523746467,87,2016: Obama's America,4.6,19,,,,,,,"John Sullivan, Dinesh D, SouzaExecutive Producer,  Dinesh D, Souza"
42949,126889,97000000,7.986771734," Horror, Science Fiction, Thriller",72.884078,5/9/2017,232380243,8.366199202,122,Alien: Covenant,5.7,2677,Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demián Bichir, Carmen Ejogo,"Ridley Scott, Third  Claire Frayn, Third  Matthew Webb, Third  Greg Tynan, In Memory Of, Julie Payne"
38230,127380,200000000,8.301029996," Adventure, Animation, Comedy, Family",14.477677,6/16/2016,1028570889,9.012234229,97,Finding Dory,6.8,4333,Ellen DeGeneres, Albert Brooks, Hayden Rolence, Diane Keaton, Eugene Levy, Kaitlin Olson,
22520,127560,18000000,7.255272505," Drama, History",6.099421,12/26/2013,22309223,7.348484445,116,The Railway Man,6.7,277,Jeremy Irvine, Colin Firth, Stellan Skarsgård, Michael MacKenzie, Nicole Kidman, Jeffrey Daunton,Jonathan Teplitzky
23409,127585,250000000,8.397940009," Action, Adventure, Fantasy, Science Fiction",26.058586,5/15/2014,747862775,8.873821917,131,X-Men: Days of Future Past,7.5,6155,Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Anna Paquin,
21698,129139,1500000,6.176091259," Comedy, Romance",7.081404,7/24/2013,3566225,6.55220874,104,The To Do List,5.5,348,Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat, Sarah Steele, Scott Porter,Maggie Carey
21748,129670,12000000,7.079181246," Drama, Adventure",11.160699,9/21/2013,17654912,7.246865557,115,Nebraska,7.4,648,Bruce Dern, Will Forte, Bob Odenkirk, June Squibb, Stacy Keach, Missy Doty,Alexander Payne
22723,130150,18000000,7.255272505,Drama,6.108646,12/27/2013,20275812,7.306978256,111,Labor Day,6.7,306,Josh Brolin, Kate Winslet, Gattlin Griffith, Tobey Maguire, Tom Lipinski, Maika Monroe,"Jason Reitman, Choreographer, Harrison Beal"
20569,130739,300000,5.477121255," Comedy, Drama",7.90622,7/3/2012,2750275,6.439376121,88,A Coffee in Berlin,7,113,Tom Schilling, Marc Hosemann, Friederike Kempter, Justus von Dohnányi, Katharina Schüttler, Arnd Klawitter,Jan Ole Gerster
24924,131631,125000000,8.096910013," Science Fiction, Adventure, Thriller",147.098006,11/18/2014,752100229,8.876275721,123,The Hunger Games: Mockingjay - Part 1,6.6,5767,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman,"VFX VFX Supervisor, Mihaela Orzea"
30454,131634,160000000,8.204119983," Action, Adventure, Science Fiction",26.628178,11/18/2015,653428261,8.815197914,137,The Hunger Games: Mockingjay - Part 2,6.6,4117,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore,
30717,131940,6900000,6.838849091," Romance, Drama",4.0315,6/9/2000,15000000,7.176091259,162,Josh,6,15,Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor, Priya Gill, Sharat Saxena,"Mansoor Khan, Dialogue, Aatish Kapadia"
